feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,approved,prediction,result
-1.531785488128662,-0.8083592653274536,0.5619692802429199,-1.721083641052246,-1.3036988973617554,-1.0,0.0,1.0,-1.0,0.0,1.0,1,0,True
0.19327765703201294,-0.10217761993408203,-0.011301994323730469,1.162825345993042,0.08890336751937866,1.0,1.0,0.0,1.0,1.0,0.0,0,1,True
0.11783492565155029,-0.06903445720672607,-0.03250110149383545,0.04673433303833008,-0.39260226488113403,-1.0,-1.0,1.0,0.0,0.0,1.0,1,0,True
-0.6382411122322083,-0.623528003692627,0.20528703927993774,-1.1318110227584839,-0.6963011026382446,0.0,-1.0,1.0,-1.0,-1.0,2.0,1,0,True
-0.4253300428390503,-0.4718400239944458,0.7020623683929443,-0.3103562593460083,-0.21479547023773193,1.0,1.0,0.0,1.0,2.0,-1.0,0,1,True
0.6677085161209106,0.48545920848846436,-0.27028918266296387,0.6360069513320923,0.5184943675994873,-1.0,-1.0,1.0,0.0,-1.0,2.0,1,1,False
0.8118853569030762,0.4523159861564636,-0.6057723164558411,0.5735527276992798,0.39260226488113403,1.0,2.0,-1.0,1.0,2.0,-1.0,0,1,True
-0.9131778478622437,-0.43869686126708984,0.44307518005371094,-0.984492838382721,-1.0,0.0,-1.0,1.0,-1.0,0.0,1.0,1,0,True
-0.15039324760437012,-0.19459319114685059,0.34538018703460693,-0.015720009803771973,0.08890336751937866,1.0,1.0,0.0,1.0,1.0,0.0,0,1,True
1.0801136493682861,0.8551216125488281,-0.5080772638320923,1.2252795696258545,1.125892162322998,-1.0,-1.0,1.0,0.0,0.0,1.0,1,1,False
0.6056828498840332,0.7295627593994141,-0.9624544978141785,0.42623454332351685,0.6963011026382446,1.0,2.0,-1.0,1.0,1.0,0.0,1,1,False
0.12454348802566528,0.08265358209609985,-0.13019609451293945,0.13159817457199097,0.08890336751937866,2.0,1.0,-1.0,1.0,2.0,-1.0,0,1,True
-0.15710175037384033,-0.16145002841949463,0.08639299869537354,-0.2479020357131958,-0.08890336751937866,-1.0,-1.0,1.0,0.0,-1.0,2.0,1,0,True
-1.1193804740905762,-1.0856059789657593,0.9186514616012573,-1.279129147529602,-1.0,-1.0,0.0,1.0,-1.0,0.0,1.0,1,0,True
-0.287861704826355,-0.2870088815689087,0.5831682682037354,-0.16303813457489014,-0.21479547023773193,1.0,1.0,0.0,1.0,1.0,0.0,0,1,True
-0.4320385456085205,-0.3462812304496765,0.32418113946914673,-0.5425383448600769,-0.39260226488113403,0.0,-1.0,1.0,-1.0,0.0,1.0,1,0,True
0.330746054649353,0.26748478412628174,-0.36798417568206787,0.2199891209602356,0.39260226488113403,1.0,1.0,0.0,1.0,2.0,-1.0,0,1,True
-0.01963341236114502,0.20821237564086914,-0.15139508247375488,0.19405245780944824,0.21479547023773193,-1.0,-1.0,1.0,0.0,-1.0,2.0,1,0,True
-1.2568488121032715,-1.3628528118133545,1.1564395427703857,-1.4853745698928833,-1.3036988973617554,-1.0,0.0,1.0,-1.0,0.0,1.0,1,0,True
-0.012924909591674805,-0.009762048721313477,0.10759198665618896,0.04320728778839111,0.08890336751937866,2.0,1.0,-1.0,1.0,1.0,0.0,0,1,True
0.39277172088623047,0.39304351806640625,-0.38918328285217285,0.4886888265609741,0.8221932649612427,-1.0,-1.0,1.0,0.0,0.0,1.0,1,1,False
0.5369486212730408,0.544731616973877,-0.7246663570404053,0.36730724573135376,0.39260226488113403,1.0,1.0,0.0,1.0,1.0,0.0,0,1,True
-0.844443678855896,-0.5311124324798584,0.5619692802429199,-0.8961019515991211,-0.6963011026382446,0.0,-1.0,1.0,-1.0,0.0,1.0,1,0,True
0.05580925941467285,-0.13914382457733154,0.22648608684539795,-0.045183658599853516,0.08890336751937866,1.0,2.0,-1.0,1.0,1.0,0.0,0,1,True
