feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,approved,prediction,result
-1.3317854404449463,0.19164076447486877,0.1570342481136322,-1.321083664894104,-0.4036988615989685,-0.6999947428703308,1.0,0.2999999523162842,0.0,1.0,0.4999999403953552,1,0,True
-0.308361291885376,-0.20217908918857574,0.1886988878250122,0.7628247737884521,0.1294758915901184,0.0,0.0,1.0,0.0,0.0,0.5000001788139343,0,1,True
0.11783480644226074,-0.4927276074886322,0.267498642206192,0.3799535632133484,-0.2926022708415985,-0.7999993562698364,-0.19999998807907104,0.6999999284744263,-0.7741836905479431,0.5999999046325684,1.100000023841858,1,0,True
-0.5081169605255127,-0.023528024554252625,-0.0947130024433136,-0.1318109929561615,0.10369887948036194,1.0,-0.7999997138977051,0.0,0.0,-0.09999999403953552,1.5000001192092896,1,0,True
-0.6253300905227661,-0.8110549449920654,0.4329882860183716,-1.3103562593460083,1.7825928926467896,0.39999982714653015,0.30000001192092896,1.0,0.0,1.0,0.0,0,1,True
1.6677085161209106,1.4854592084884644,-1.2702891826629639,1.6360069513320923,1.5184943675994873,0.0,0.0,0.0,1.0,0.0,1.0,1,1,False
-0.18811462819576263,-0.5476840138435364,0.39422768354415894,-0.4264473021030426,-0.5354405045509338,0.0,1.0,0.0,0.0,1.0,0.0,0,1,True
-0.11317786574363708,-0.1386965811252594,0.04307498037815094,-0.747288703918457,-0.8999990820884705,1.0,-0.7999983429908752,0.4999998211860657,0.0,1.0,0.0,1,0,True
-0.8503931760787964,0.28593456745147705,0.44538000226020813,-0.2157202810049057,0.33821922540664673,0.0,0.0,0.2999999225139618,0.0,0.8809511661529541,1.0,0,1,True
2.080113649368286,1.8551216125488281,-1.5080772638320923,2.2252795696258545,2.125892162322998,0.0,0.0,0.0,1.0,1.0,0.0,1,1,False
-0.3943171799182892,-0.27043724060058594,-0.16245444118976593,-0.5737654566764832,-0.303698867559433,0.0,1.0,0.0,0.0,0.0,1.0,1,1,False
-0.8754565119743347,-0.7173464894294739,-0.19204890727996826,-0.868401825428009,-0.9110966324806213,1.0,0.0,-0.7999993562698364,0.49999916553497314,1.4000000953674316,-0.5999997854232788,0,1,True
0.14289820194244385,-0.7496492862701416,-0.5136069059371948,0.5520979166030884,-0.7815727591514587,0.0,0.0,0.5000000596046448,-0.22605612874031067,0.0,1.0,1,0,True
-0.11938043683767319,-0.48560601472854614,0.11865140497684479,-0.5791290402412415,-0.6999998092651367,0.0,0.9894611239433289,0.0,0.0,0.5000001788139343,0.5999997854232788,1,0,True
-1.287861704826355,-1.2870088815689087,-1.3904402256011963,-1.1630381345748901,-1.214795470237732,0.6707480549812317,1.7333375215530396,-0.09999960660934448,1.1264479160308838,2.1528713703155518,1.0,0,1,True
-0.6320370435714722,-0.24628090858459473,-0.6758188605308533,-0.8333064317703247,-0.49260157346725464,3.4928321838378906e-05,-0.5991904139518738,0.30000001192092896,0.0,0.41623222827911377,0.7999997138977051,1,0,True
-0.2692539393901825,-0.03251519799232483,0.1320158839225769,-0.7800108790397644,-0.607397735118866,0.19999931752681732,0.5999998450279236,1.0,0.0,1.3000000715255737,0.0,0,1,True
0.980366587638855,-0.10609999299049377,1.794345498085022,1.1940524578094482,1.214795470237732,-0.20000000298023224,-0.5000000596046448,0.30000001192092896,0.1000002920627594,0.0,2.200000047683716,1,0,True
-0.2568488121032715,-0.3628528416156769,0.45643946528434753,-0.8853741884231567,-0.40369880199432373,0.0,1.0,0.1999998390674591,0.0,1.0,0.0,1,0,True
-1.0129249095916748,-0.009762391448020935,-0.39968255162239075,-0.9567927122116089,-0.011096939444541931,1.7999906539916992,0.0,-0.19999998807907104,0.3999999463558197,0.0,0.49999991059303284,0,1,True
1.3927717208862305,1.3930435180664062,-1.3891832828521729,1.4886888265609741,1.8221932649612427,0.0,0.0,0.0,1.0,1.0,0.0,1,1,False
-0.46305137872695923,-0.45526841282844543,-0.42061173915863037,-0.33269286155700684,-0.20739787817001343,0.0,0.0,0.8000000715255737,0.4999983310699463,0.6999993324279785,1.0,0,1,True
-0.6444433927536011,-0.431112140417099,0.2619691789150238,-0.4961017370223999,0.303698867559433,1.0,-0.49999988079071045,0.10000000149011612,-0.2999999225139618,0.7999999523162842,0.3999999463558197,1,0,True
-0.9441907405853271,-0.108060821890831,0.14619654417037964,-0.016075193881988525,-0.011096939444541931,0.0,1.0,-0.9999995827674866,0.0,0.20000000298023224,1.0,0,1,True
